Namespace(batch_size=128, epochs=200, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
140 	 51.3 	 48.2 	 0.0100 	 0.8716 	 0.7252 	 0.8614 	 0.7162 	 0.5509 	 0.3838 	 0.2381 	 0.3453
141 	 51.4 	 48.4 	 0.0100 	 0.8748 	 0.7255 	 0.8443 	 0.7295 	 0.5530 	 0.3720 	 0.2270 	 0.3321
142 	 51.3 	 48.4 	 0.0100 	 0.8760 	 0.7227 	 0.8537 	 0.7301 	 0.5477 	 0.3673 	 0.2242 	 0.3288
143 	 51.1 	 48.1 	 0.0100 	 0.8721 	 0.7251 	 0.8701 	 0.7211 	 0.5438 	 0.3632 	 0.2163 	 0.3255
144 	 51.5 	 48.4 	 0.0100 	 0.8719 	 0.7248 	 0.8525 	 0.7274 	 0.5402 	 0.3642 	 0.2240 	 0.3292
145 	 52.1 	 49.0 	 0.0100 	 0.8685 	 0.7254 	 0.8614 	 0.7229 	 0.5413 	 0.3620 	 0.2148 	 0.3273
146 	 51.0 	 48.0 	 0.0100 	 0.8704 	 0.7262 	 0.8646 	 0.7113 	 0.5420 	 0.3732 	 0.2287 	 0.3417
147 	 50.4 	 47.3 	 0.0100 	 0.8694 	 0.7269 	 0.8411 	 0.7296 	 0.5559 	 0.3837 	 0.2384 	 0.3438
148 	 51.8 	 48.8 	 0.0100 	 0.8671 	 0.7277 	 0.8649 	 0.7189 	 0.5416 	 0.3740 	 0.2320 	 0.3371
149 	 51.5 	 48.4 	 0.0010 	 0.8657 	 0.7277 	 0.8486 	 0.7297 	 0.5487 	 0.3702 	 0.2220 	 0.3273
150 	 57.0 	 53.7 	 0.0010 	 0.8183 	 0.7522 	 0.8152 	 0.7416 	 0.5674 	 0.3906 	 0.2402 	 0.3391
151 	 56.0 	 52.6 	 0.0010 	 0.8070 	 0.7584 	 0.8115 	 0.7424 	 0.5738 	 0.3940 	 0.2484 	 0.3445
152 	 58.1 	 54.9 	 0.0010 	 0.8002 	 0.7607 	 0.8074 	 0.7447 	 0.5742 	 0.3921 	 0.2456 	 0.3425
153 	 56.8 	 53.4 	 0.0010 	 0.7960 	 0.7620 	 0.8088 	 0.7433 	 0.5731 	 0.3963 	 0.2485 	 0.3455
154 	 56.3 	 53.0 	 0.0010 	 0.7952 	 0.7620 	 0.8068 	 0.7422 	 0.5754 	 0.3930 	 0.2500 	 0.3451
155 	 56.4 	 53.1 	 0.0010 	 0.7926 	 0.7630 	 0.8026 	 0.7495 	 0.5740 	 0.3931 	 0.2464 	 0.3403
156 	 57.2 	 53.9 	 0.0010 	 0.7911 	 0.7620 	 0.8029 	 0.7460 	 0.5722 	 0.3983 	 0.2485 	 0.3452
157 	 56.1 	 52.8 	 0.0010 	 0.7905 	 0.7637 	 0.8019 	 0.7443 	 0.5752 	 0.4006 	 0.2534 	 0.3494
158 	 57.3 	 54.1 	 0.0010 	 0.7901 	 0.7631 	 0.8015 	 0.7476 	 0.5747 	 0.3954 	 0.2473 	 0.3444
159 	 57.5 	 53.3 	 0.0010 	 0.7871 	 0.7643 	 0.8028 	 0.7438 	 0.5723 	 0.3957 	 0.2516 	 0.3450
160 	 62.0 	 58.3 	 0.0010 	 0.7857 	 0.7656 	 0.8001 	 0.7440 	 0.5780 	 0.3998 	 0.2551 	 0.3498
161 	 61.9 	 57.9 	 0.0010 	 0.7844 	 0.7651 	 0.7998 	 0.7485 	 0.5764 	 0.4014 	 0.2506 	 0.3463
162 	 62.2 	 58.5 	 0.0010 	 0.7837 	 0.7649 	 0.7982 	 0.7448 	 0.5776 	 0.4045 	 0.2563 	 0.3524
